screen_name	name	id	location	followers_count	friends_count	description
paulinegh	Pauline	28368149	Los Angeles, CA	136	439	
MsMilieDivine	Ms. Amelia Divine 👗 The Sissy Whisperer 🤫	1097165533659783169	Georgia, USA	1085	372	🔞 Queen to #sissy Princesses, Destroyer of the Metaphorical Mold & Lover of All Things Retro
cainsilva76	Cain	1499508606445760512		0	10	
MichelinMike11	Michael Michelin	1581313614	Right Coast	2	87	Producer/AD to the Stars
marydmer	Marydmer 🌻🌻🌻💪💪💪	176772171		639	2849	Angry, fed up, disgusted Artist Mom to humans and beagles. 🐶 🌈 Surrounded by a sea of red and hanging on for the #BlueWave2022 #Resistance
Ginsix66	Gin Vod	1253869479785791489	San Antonio, TX	14	223	Business analyst. Grateful to wake up every day. I HATE BULLIES!
motherof10	Motherof10	18145319	ATLANTA	105	697	Entertainment, Hospitality and Sales
DebbieMckeown7	Debbie Mckeown	1401871261601615874		4	145	
mslivvv	wettest wench in the west	1172166162102095874		183	93	the greatest trick the devil ever pulled
richieaprilie	Richie aprilie	126706072		589	5001	Dallas Cowboys*Houston Astros*San Antonio Spurs
BenadrylMayor	Bulletproof Boy Scout	1188706217432178690		33	199	Swagapino he/him
el_bettyy	el 🧷 #TEAMDAYA	1163201690679558144	they / them	1056	966	17 | #TEAMDAYA #TEAMBOSCO
poopfartdotcom	k	1498842010773602308	tx	26	1256	
HarryL_JWA	gumby's gay dad	1339311242180259844	New York, NY	320	155	Gray || he/him || 🔞 || co-host @harrystylespod || 🏳️‍🌈 menace @harryweenpride
Michael03504236	Michael Velarde	1458067516631265281		9	166	
sherkober	shhhhh	1424563572		56	107	🙇🏼‍♀️
wayneahill1	wayne hill	3199537036	Cincinnati, OH	642	812	Music, Dinosaurs, Bordeaux/Southern Rhone wines and a dog called Gorgo
marinhothiago1	Thiago Marinho	2838849640	Boston, United States	29	150	The official Twitter account for Thiago Marinho.
trwt135	it's a crystal. nothing more	738056172	SoCal	52	198	just my stream of consciousness/ 22/ She/they
takiyahkamaria	Takiyah Kamaria	129249724		782	812	she/her / represented by @felixdewolfe / creative @sohotheatre
rock_attack	Alexandria Lombardi	311427809	New Jersey, USA	4876	979	ʏᴏᴜ ᴀʀᴇ ʜᴇʀᴇ ɴᴏᴡ
malvaceaer	:O	1417594753286348802	committing to the bit	5	22	if you know me you don’t knew even me do know you if I knew me
susangsmith10	susan g smith	1289219221302411266		0	9	
ssaraisabell	sara	1073790454355775488	she/her	59	111	okay at scrabble. au ‘25
ggpoppie	Georgie	1500817219860762629		33	274	𝐓𝐡𝐞 𝐀𝐮𝐭𝐢𝐬𝐭𝐢𝐜 𝐀𝐧𝐭𝐚𝐠𝐨𝐧𝐢𝐬𝐭 / I'd like to think that I'm an artist but most people just think I'm feral
dj_guape	d.	1210775396196552706	hell 	414	70	no pues wow
laceymonti	Lacey Monti	29765339	Austin, TX	60	167	I like all things.
DenverMichelle	MichelleDenver	1401720276572905475		204	425	
imagenet1980	Spiritual One	239974508		221	22	Driven To Achieve Spiritual Enlightenment
smurrayesq	Draco’s Mom	153648271		5652	6177	Lifelong Democrat. Lover of animals. A generally happy person, with brief bouts of exasperation. No DMs.
Amerisis72	💚💛💚CherylB#survivorculture#humboldtstrong💛💚💛	205535853	Edmonton, Alberta	742	1490	ELKS!!, Oilers, Seattle Seahawks, MANCHESTER UNITED!Mom, beautiful, smart, strong and sexy. #sicknotweak #bethechange #survivorculture Ambassador
RSpurman	Mr. Tideman	1258335619618488320	Proud Oregonian 	1904	2961	Old enough to know better, card carrying Dem, Socialist, agitator. Fully vaccinated, pro mask, pro vax, BLM, LGBTQ. Resistance is here. Vote blue. NO DM!!!!
sunnieisotoma	Ashton @ bluh moment	3033865438	Under your wig	265	1162	Patient Zero of the Yass Virus・ 18 ・Mainly Video Games and Drag・They/He/She, Gay Queen 😳 m with my good sis:@v0dkaMutini
dhost_z	ZDhost	1152721719314046987	Denver, CO	7	88	Interested in spirits, truth, life, art, music, movies, coins and stamps. My number one loves are my 2 true loves.
Alicia_Sedelow	Allie S. 🇺🇸 #BoycottNRA #Resist	3890455648	Massachusetts, USA	2598	4108	IT Pro, Animal lover, Fyfer, DAR, American History, Peace advocate. No toxic people, PMs or bots please. Friend of Bill W.💙 Fully Vaxxed. #Resist #acnh
LunarMeow	Sαℓєм ; 🍁	203667276	Terra Incognita 	577	785	MH/CԋɾσɳιƈPαιɳWαɾɾισɾ/SυιƈιԃҽAƚƚҽɱρƚSυɾʋιʋσɾ/FɱɾEMT/xJW/Nαƚυɾҽ*Hυɠʂ*Kιɳԃɳҽʂʂ*Hυɱσɾ* Aɳιɱαʅʂ*Mυʂιƈ Fσɾҽʋҽɾ α ɯσɾƙ ιɳ ρɾσɠɾҽʂʂ
madalycat123	ai·lur·o·phile	32113134	Trego, WI	96	344	Still a Dallas Cowboys fan, Dallas Mavericks, Dallas Stars, Texas Rangers, Baylor Bears! Choose to be kind. RIP my beautiful cat-buddy.
SamRoyaltea	Sam 📀	1118073965954654208	Kensington Palace's Garden	210	314	Black girl magic✨. Royal watcher. Taylor Swift is a queen 👑💯 For Sweden, with the times 💙
PB_Sun_Tan	Patty 🇺🇦💙💛🌻🇵🇷🇺🇸	1403224639	Pennsylvania, USA	17710	12753	Toddler Mom. Bookworm. Healthy Living. True Crime & News Junkie. Zero tolerance 4 discrimination. NO DM. NO hookups. #StandWithUkraine #Resist #VoteBlue22
Applepi15108778	Apple pie	1472599513235865603		181	1466	
dav35887024	Zach Davis	1469513751497900036		0	25	
tom_longthorp	Tom	387180638	York, England	243	542	thank god for the hatchery
mattcummings85	Matt Cummings	144843816	Manchester, England	811	2788	@ManCity home and away. Views are mostly influenced by beer and football.
GBellinghamgreg	Bearbum	1094246673201618945	Bellingham, WA	192	792	Lean left of center in politics/Kamloops, Rock Springs, Hilo, Victoria,Bellingham/CFL(BC Lions) /NCAA/Canucks/Motorcycle enthusiast. 🇺🇦🇺🇸🇨🇦
MeganGoldshine	Meg	17448694		214	838	Hard Boiled Eggs
Jakob1422	Jakob	1092910160224440320	Zaragoza, Spain	670	2592	He/Him 19. Cinephile. English/Spanish speaker. A fool who dreams
InYuhAreaa	🌒	1315558863085559810		1	324	for the blinks.
explicitlara	Lara 🦕	810702247	she/they	2588	557	non é drama, é performance
meicocacola	mei	1472704663522840578		9	451	hola
GiaimoMadelyn	madelyn giaimo	1151344439627001857	Rexburg, ID	31	72	BYUI 24
MichellePisko	Michelle Pisko	716795111703769093		9	321	
RmRobertanthony	robertanthony_rm	1133145314439958528	Peru	7	782	
kelly_mcgrath	Kelly McGrath-Smith	23379345	London, England	2503	1386	Talent Acquisition Leader for tech scale-ups 🚀 | Career Coach | Yin Yoga Teacher | Vegan🌱 | She/ Her
LoneBlueGirl	Lone Blue Girl 💙🇺🇦🌻✌️	358446468		919	2599	Already a hermit 🏝 🌈Ally, #BLM Believer of Science🔬🧪🔭 Facts Matter Chronic Retweeter (you'll find me in comments) #VoteBlue2022 🌊
coniflay_	Constanza	44751362	Chile	11	113	
carma77	Cara 🐿+🍸=🎉	76843734	Is this heaven?	51	198	All around dork. Occasionally I try to make stuff. Proud #UglyDog
Gbadamo89973619	Gbadamosi Ibrahim	1248802923087376389		11	355	BELIEVE
slutsha	Sushi	719483916	New York, NY	701	175	sausha.eth
angelica_rose99	🦂	2209815035	Miami	161	227	ask Beavis, I get nothing Butthead she/her 🤍
oleonel7	Oliver Leonel	1573577208		206	990	Adrenaline seeker, web developer... good with music and artsy stuff.
VickieA4Seasons	Vickie Alexander	1499733047490629639		4	266	In my 60's, loving the outdoors and intelligent skill sets and many things and wishing I could get out there more but grateful I can see what's going on here.
rwebb0630	Gma2Five	824419062398717957	Iowa, USA	1877	4589	#VoteBlue🇺🇸🇨🇦🇩🇰🇬🇧🇺🇦
mhoward9721	Mho ward	1491205198903132162		1	190	
wallywooly	😔	1112280085	, uk 	33	158	lost in a world full of corners
SusanSm94113073	Susan Smith	1460366164689829893		0	4	
margaretmhoran1	peg horan	1237531199293272066	Brooklyn, NY	15	482	
Sophie44422020	Sophie	1473817799692734465		3	17	
CathyCanavan	Catherine Canavan	17158903	Chicago	20	535	Avid runner. Sometimes marathoner. Animal lover. Baker. Squeamish flyer.
Illissia_DZ	Illiss :)	861293355627663362		18	95	🇩🇿ⵣ
AGeeSix3	Agee	312299858		15	297	
doozan72	SoozanDoozan72	953087045945217024	Detroit, MI	72	324	Eternal Optimist
budcoorsmiller	Bud Roaring	2792664251		6	141	
EatenAbgousht	2021🌎 սփյուռքահայ	2544175516	United States	75	251	#followback
MaryDoody13	Mary Doody	1427643195278700555		14	78	
Kyle_Hemker	Kyle Hemker	274862228		13	109	You creepin?
distortedviewpi	Michel'le :-) Queen of the Night 🇺🇸 🇺🇦	2714890718	Florida (not willingly)	3234	3326	🇺🇸 "I am a flower child trapped in a world made up of robots and broken dreams." Digital Artist @ https://t.co/YkQIJxZPQ6 ~ 🇺🇸 NO DM's! #NFTArtist
kalamazoogal1	julie neal	2919998778		368	657	
disneymom21165	Lauren Ellinger 🌊	29920108	Kissimmee, Florida	1177	1375	Mom to three awesome guys. Enjoy theme parks, reading, beach, music and living in Florida. #bluewave #FBR 🌊 #DumpTrump #BidenHarris2020
JOHNHICKY	JOHN HICKEY	23048251	cork	92	863	I would be unstoppable if it were nt for law enforcement and physics !!!
GlyndaTheBad	Carrie Johnston 🌻 🇺🇸 🇺🇦	1485412396244123651		524	836	Democrat, nursing home employee dog lover, Have no tolerance for Hate.
tandrews300	Teresa Andrews	517551402	Richmond, VA	8	40	Don't know what to say here but I'm hoping to figure that out.
Hans_Schoon	Hans Schoon	366332001	Albuquerque, NM	35	371	
QUINCY_AUSTIN	Austin	33049408	Ontario, NY	488	849	Animal lover, advocate for those who can not speak. Love and respect all things living. We are one.
xochristine21	chrisplin	115698231		259	616	Chill w that
mariofrade	Mario Frade	19064018	Lisbon	237	235	Tech fanboy. My tweets are good for 2 weeks.
Leah_MC_Lean	Leah McLean	2293820815		4	59	🦇🦇🦇
MissHorrorwhore	Bunny ❤️‍🔥 Belladonna	884362998399238145	Seattle, WA	4198	469	18+ ⚠️You startled the witch⚠️🩸Semi-Retired Harlot & Content Creator 🎥OF/Manyvids& Cam Model🔥Just enjoying life & shakin my ass 🍑SC👻- @BloodBunnyXXX
MartiTweeets	‘Marti Tweets’☘️	1580168623	In a free state 	1449	4690	A hugger (Squeeze) A proud Irish woman. In AWE of 🇺🇦
LilKid2022	Lil'Kid3	1498804392757284864		4033	1933	I am a wife, I have 3 grown sons, 4 grandsons and I am a small business owner. Biden/Harris BLUE WAVE!
elizrobinson	liz	63022498	Manhattan, NY	247	299	
vereynaaa	Verena	1224145511424450560		1200	3482	MSU international relations ‘24 || words in @thesnews || Coptic 🇪🇬
myglossugar	eve⁷ ♡	273527951	In yoongi’s pocket 	13306	5540	98’ | she/her | ot7 | no minors/solos | steamed dumplings society | if found return to min suga 🧸 |priv accs - block 🚫i post food alot
grandmagrit	Grandma Grit 🌎	3255678006		40611	894	Grandma | Recovering Republican | Environmentalist | Progressive Activist | Vegetarian | Latter Day Saint | Patriot
muirhead_shania	Shania Muirhead	1326162818765361155		4	107	no matter who's buying amma celebration🥂
Jabberwocky__	.	86155263		49	211	A good salesman.
WordByMum1	Mum says VAX and MASK	1025764751836569600	United States	61	765	I want people to behave the way their mothers taught them. Mostly I'm just shouting into the void...
caitlinplummer	Caitlin Plummer	369985084	Los Angeles, CA	850	1546	Sr podcast producer @OBB. Journalist. she/her Past: @WonderyMedia @KPCC @KCRW PNW native, @USCAnnenberg alum, public transit aficionado. ✨recklessly vulnerable✨
ladylad7181	ScarletIbis315	21124458		65	847	
wrightyjay	Wrighty	460385868	United Kingdom	19	850	I wish I was a cat
hellocatie74	Cate	1460326558376370182		4	548	
SweetsthecatLiz	Liz Taylor	1180381278		249	468	Truth and Moral Decency Advocate. ACCOUNTABILITY is my dream. This is not about politics. It’s about Right and Wrong. CRUELTY IS A CHOICE.
mwhaley25	Mike Whaley	2701844720		1064	710	N.H. sportswriter & photographer living in Maine. “Take it easy, but take it." -- Woody Guthrie
LT60562933	LT	986097179683995648		0	312	
klat__	katy 😭	7097272	rva	210	811	mostly polls asking for help deciding what to eat
funkydic	therese	1272244917071278080	ms cate’s wife	15	62	now i fall in love with beautiful things
theresamculver	Theresa Culver	1268223800	Pennsylvania, USA	22	201	
itsjustalex13	Alexandra Stone	1205283596124090368	Southern California	2469	265	Screenwriter. Entertainment Journalist. Binge-Watcher. Nerd. (She/Her) Work found: @OKMagazine @PLZPictures @ScreenRant @GameRant #TWD #MCU #StarWars #horror
Iva90358098	Iva	1476055695824936975	Los Angeles, CA	4	84	Artist
tinygeniebb	genie 🧞‍♀️	1099269622975459330	San Francisco, CA	3550	424	model/fake dj
jxicejvy	Joce	1563548216	Paraiso 	11	26	welcome to jocelyn’s cabarete
skykidginsys	🍸Gin Sys🎨💙💛🌻	1322236289731629057	Idaho, USA	522	1918	51yo game playing, gin drinking, artist. Living in a closet. human trafficking survivor ace she/they #did #system #thatskygame #minecraft #notrumpallowed
ognol_joe	JJLongo	1488196614	Long Island, NY	381	1184	Retired, Father, Grandfather, Cancer Survivor, 420 friendly, leave this world better than we found it.
m_menzies	Maureen Menzies	190766012		95	1082	
a_732892	🇺🇦	3232115250		163	260	
whitefishbagel	jeliz1900	1225272041969987584		24	306	
pepethehoe	a figment of your imagination	1020899971976048640	she/her	35	180	ball of confusion
gavinboy4	gavin_boy	1022549739756249088	London, England	3656	890	horny twitter..😀😀
_matthias	Matthias	15806783	Ghent, Belgium	167	1561	hij/hem - werkt @CTGEurope - (zeldzame) tweets zijn op persoonlijke titel - nog iets?
catand3dogs1	catand3dogs	1502411441340571652		2	99	
Knives279	Nana🥀	2172691020		34	402	𝐓𝐫𝐲 𝐭𝐨 𝐤𝐞𝐞𝐩 𝐲𝐨𝐮𝐫 𝐡𝐨𝐩𝐞𝐬 𝐮𝐩, 𝐞𝐯𝐞𝐧 𝐰𝐡𝐞𝐧 𝐭𝐡𝐞 𝐫𝐞𝐬𝐭 𝐨𝐟 𝐲𝐨𝐮 𝐡𝐚𝐬 𝐝𝐢𝐞𝐝.
thotofcolour	lenin’s gf	795524224223846400	she/her	23	390	china state-affiliated media // barb in remission // ☭
playhauzz	izzy	60415700		480	94	
KatherineKirbo	Katherine Kirbo	1261463127885045762		26	90	Executive Director of the Reef Ball Foundation, musician, dog owner.
housealanister	Alanis 🦊 #StopTheKillingsPH	540580486		646	712	growing pains in the midst of socio-economic, health and environmental crises but make it fashion | she/her | @InMediasMess
dereena_harris	Dereena Harris	1480014483733073920		0	140	
BuckinghamPeggy	Peggy Buckingham	1493213093014425604		11	52	
kevintc24	Kevin Cromie	983528738		26	959	
CatsFlowers7	Cats And Flowers	1498051453688111116	Smoky Mountains	645	1176	Combining two things that make me smile. Cats and Flowers has a goal to bring a little joy to all. 🐈‍⬛🌻 🇺🇦 Sponsored by https://t.co/Syn5mzAixi
jbarnett30	Joy Barnett	1254527246		2	43	
BellaBells_f	• Isabella •	919032036	🇨🇦	4712	686	freelance illustrator // constantly struggling 🌼 • She/Her • isabella.fassler@gmail.com
binary_sunset5	gabs🌱	1030530384650559488		5	143	she/her | (l)gbt+ | professional nazi puncher
Strider613Pamla	Livin’ in FL with No Representation	722901391392514048	Space Coast, FL	2348	3012	Retired LCSW, love Huskies, cats, boats, flora & fauna, oceans, mountains, life & 🚀 Save our democracy from trump #Resist #FBR 🚫DMs 🇺🇦
Drake82333883	Drizzy	1500122894835326985	Paradise	4	118	
TinkleMike	M Tink	1128392922343321600		6	404	
trippymelss	mely 🤍	2324508468	la luna	417	654	God said “let there be light” on the day I was born
Shleiluv	Ash	45679233	Under my own vine & fig tree	338	643	“My head is anointed & my cup runneth over” ✊🏾 ♏️ she/her
Bahr1H	“Devils Advocate”	890224735426158593	Wisconsin, USA	702	1067	USCG Vet, pro-gun, union, Democrat
TrinibabyKi	KiKi💅🏾	1364423040734478343		15	154	Living my life the best I can
BashWetliar	BashWetliar	1497660132909625348		2	63	
piita1986	Everett E. Jerry	2189211512	Siksika, Alberta 	247	1447	Citizen of Mother Earth, B.A. poli sci. Consultant, former CEO and Vice Chair person of a Treasury Board.
SarahShwayze	thiccer snicker	2463625770		480	384	this account is no longer problematic
matthewassurian	Matthew Assurian	1089973736990748672	hell	60	215	giving bad people good ideas
amcammarato	Anne Marie Cammarato	1891247204		100	497	I write stuff. Sometimes plays. The only girl in a Starmerboy household.
epukane	Toni Hinton 🏳️‍🌈 🗽 🌊🗳	241365058	Denton, TX	707	1191	I'm too old for this shit.
VictoriaGeisl11	I_lyketurtles90	1434771317606264835		4	29	Dallas 🌻🌸🌼
sashaferg77	sarah🍕	747336122	Michigan, USA	399	892	✨make it all make sense✨
loveIabor	Gabe Itch	1377082104635330560	♡TWICELAND♡	91	257	say so cute, hug me now, i'll be your girl special love android☆
SirSqueezeIT	hard sparkles	1480707508222058496		2	90	Ah fuck
starloversun	💕	1363715690092515328	Manhattan, NY	46	699	god first✝️ historian/ 👩‍🎨 sailor moon 🍒🌙 anime junkie /2000 glamour 🎶💕 Sagittarius 🏹
TheAverageLisa	Lisa	1499657832303841288	Sydney, New South Wales	0	19	Pretends to be bougie
22Kaybo	Kaybo 🇺🇸💙💛	1274844334270173184		301	1084	Bibiche • photoG • pro-democracy/anti-sedition • follow-back girl
a111sonnn	alli	2796897063		84	94	(๑˃̵ᴗ˂̵)و (she/her/hers) (*ฅ́˘ฅ̀*)
KJam1981	Krystal	2559943296		439	1470	Socially Awkward Mama | Imperfect Homemaker | Collector of Books and Plants 🪴 She/Her
terma	deborah robertson	21198266		48	465	
Jenny_maduro	Jennifer Maduro	23698131	aruba	44	81	I Like Netflix, sleep and food🥓🍔🌭🍕🥪🌮🍟
itsjcb72	Janey Burr	743214208267976704		66	47	
__debssE	its deborah not debra ✨	2889448018	philly baby	3256	1272	🇳🇬 | dismantle prisons abolish ice | bryn mawr college alum
AmbrosiaSpark69	Lucky Star	1489319075352236032		2	38	meow meow
JFrancooo01	Franco	1297563696387043328		88	210	20y ICA 🇵🇹 🇬🇧 •he/him•
kfclawfirm	tyler	2163651679	☭ :)	621	450	any pronouns | lewis history alumnus | retired shitposter | abolition is the future
PattiStefanovic	Patti Stefanovic	2260357206		0	64	Very caring person.
trashton5sauce	autumn␌卌	306343949	Sacramento, CA	637	1727	ive been dreaming like a fool in a nightmare of a world // i have awsten knight's face tattooed on me
antsybaby	Ant	1177022107345129472	Clam chowder	77	92	“If somebody asked me to describe Antonia in 3 words I would say Ratatouille, Filet-O-Fish, and Crab Rangoon” - @Saracapogreco_ ✨🕯
lenfont	Len Fonte	338432222		6	143	
xellielouise1	ellie	1406051599085080584		0	225	
EveninStevein	Howie B.	177410532	Jasper, The Ghost	0	786	Wake up everyday and be the best person I can be..
song108021	Renaldo moon	1147294315636506624		81	179	Chef
Jc_portraits	Thejadedcreative	1493286828828512259	Salford, England	11	150	Portrait artist working with fineline pens creating your favourite musicians and icons. Open to commission's. Insta and Fb @thejadedcreative
somehoesingov	Bitch Face	1501675873988136961		3	76	Centrist with no time for bullshit
haleygrace___	hals	729860839629410305	my mind	370	666	pretty face, crazed mind
Liseblueeyes	Lise Bacon	1477486963305426945		34	50	famille et amis avant tout, aime la nature, honnête, dévouée et passionnée! Family’s ´n friends at first, recharge in nature, honest, devoted and passionate
N3PKJ	Todd Shiffer	3100873937	Downtown Meadville, PA-EN91WP	123	739	Nothing to put nobody cares anyways.
RileyWesolowski	ry	573013237		574	643	22 // instagram: riley_wesolowski
abigpail	‎abby????	829116204522622977	she/her	84	714	oh okay cool
_planetsyd	sydney ⚢	2206905711		468	398	I make stuff for cool girls https://t.co/vq2gkbysvd | https://t.co/BDsnV6DnvK
rui_constante	Rui Constante	1498073000574431244		10	241	O mundo é um lugar perigoso para se viver, não por causa daqueles que fazem o mal, mas sim por causa daqueles que observam e deixam o mal acontecer.
zef_babe	issy	322081552	‘astings! 	465	230	Hem hem. I am speaking to you, thot ~ she/her
tashdiaz	tash ✺	137258389	sokor	887	581	if you work hard, you can eat delicious food - hirai momo
FlowerGirl6292	Hibiscus	1498445965304360960	United States	50	274	No DM’s * Nature lover * Retired * I support Ukraine * No More Wars * #SayGay
byron_justina	Justina Byron	1313948504407113733	Denver, CO	31	142	I’m a hiking, biking, music loving woman. Strong, independent and determined. I am changing what it means to be “slightly” past middle age.
sjonas30	Jonas	382919608		1551	2024	Hi I'm Diago I'm a pit bull and I'm Kane a rottie German shepherd mix we r moms shelter rescue moms lost Jonas to cancer !we are 100% Democrat Family!!!
JayKing39302629	Jay King	1341798723794444288		25	527	
MegaDarkness420	💜 Meg 🖤	723589538946260993	Alberta, Canada	100	414	Wife 💍 | Gamer 🎮 | Crazy Cat Lady 🐾 | Lover of Books 📚 & Maryjane 💨 | Professional Twitch Chat Lurker 🥸 | She/Her |
Kathryn48593351	Kathryn	1245370117254512642		3	71	
vicfrick	Victoria	1254086106414493699		5	88	I still haven’t seen the Little Dipper...
Raffael_Vadim	Raffael Vadim	1031594059750682624		16	699	
rtmoore21	Richard (AKA 'Dick'...can be used as an adjective)	92213757	San Diego, CA	191	1123	I'm a pretty witty guy. If you don't believe me, just ask me. Trying to break away from politics. If you follow me and mute me....that's okay. #Skol
probablynotloz	レズビアン	3091841357	stinky twelve year old boy	73	217	croc loving girlfriend
ashendriw	⁉️	613883141	here 	492	1512	words + romance + nature + being • books editor @browngirlmag
nlschneider03	Norah Schneider, PhD	861562567080243200		913	3704	Historian, specifically disaster history, but I like it all/Genealogist/Archives & Collections/Humanities PhD *tweets don’t represent employer*
Dan_demski97	Dan Demski	486127258	Herndon, VA	651	3441	Sherando (2016) LFCC (2018) Virginia Tech (2020) Drummer for TBD! Baltimore sports fan! Opinions are mine.
LeahMur32466693	Leah Murphy 🇮🇪🇪🇺🇺🇦	1147560829040168961		16	148	
madisonisok	Madison	1365102964176805889		25	70	all ye who enter must tell me I’m pretty
thomqsdoherty	robert pattinson’s girlfriend😁	1217259080215076864	21 she/her mixed 	42	539	priv @savannhsmiths
kylit69	Kylie Kuhn	1500661628391641091		1	14	
KMoll3	Kàren Möllard	466035450	Tampa, Fl	108	321	
BoyRanchBoy	Holden 'Felon' Meier	1211468510204813313		93	207	professional disruption to the classroom he/him
PaulHBeckwith	Paul Beckwith	95468980	Ottawa, ON	23486	25588	Climate System Science Expert, Educator, Physicist (M. Sc. Laser Optics, B.Eng. Engineering Physics), interested in climate solutions and chess
ilona_RP	Ilona	257876200	City of London, London	7	166	
MarkussClarkuss	Mark	53928349	Carlisle, England	429	878	25 • Bartender • He/Him • 🏳️‍🌈
soupspoonsunday	...	970334367783555079		29	250	
StuHelmFoodFan	Stu Helm	3092771729	Asheville, NC	830	582	I'm a food blogger, but I use Twitter mostly for politics. I am a Democrat & a patriot. I like hotdogs, American cheese & the rule of law.
_AlMEE_	aimee :3	1260546265122631683	they/them	180	381	self proclaimed enigma, world renowned attractive person
michaelryd17	Michael	1492873429313277959		5	40	
gewbby	nikki	1231739905795141633		12	216	please pay me for no reason $gewbby
mayalyric	♥ 𝕞𝕒𝕪𝕒 ♥	256239215		109	547	https://t.co/9tcFQ093Qr I take a lot of pics and make a lot of things (I'm really Raeanne Tingler) she/her
mftmon	Monica	398673014		1	98	
Nutmegelf	Nutmegelf	72264916	Eastern Canada	1058	1093	🇨🇦 Wife,Mom,grandmother, Dog Mom, retired💕social🍷🍹🍻No DMs 🇨🇦 #RESIST #vaccinated3x #bepositive!! #dontlookup
baronamus	barry nelson	244425560	San Francisco, CA	40	1256	in the idle mode, but the energy's kinetic
theaalayah	aalayah	3078091133	Hell	825	509	idk either
dumbnumbbitch	kenna	178758843		334	280	shouting into the void #IWDFCFTBATK
NickieBluebird	The BlueBird	582156696	United States	87	342	CHHS Alumni Mom, Former nanny, Former Michigander, Christmas junkie
katelynflanders	Katelyn Flanders	580123556		342	257	
abuvinger	Anne Buvinger	859204444831043586	Edmond, OK	72	333	
writtenbydulce	dulce	251478554		230	279	organizer and social justice advocate. cosmically aligned. IG: https://t.co/t2fJKuLqlJ
margobbyyy	amí	1497603941701500937	ela/dela	3	254	kill bio
angelbiflames	ang	1285932502629179393	br	43	839	purple promise? purple promise.
seventwentytwo_	Breeee ✨	1348466651105169409		15	195	
GreeneCerys	Cerys Greene	1449336882551304192		70	307	'Love and scandal are the best sweeteners of tea.' Henry Fielding. I like vintage glamour, film noir, music, poetry, art and, of course, tea...
deefranz_	dee	1270263764160376832		65	206	she/her // jmo💖
desconcertadah	Comentarista de tweet	1131875651198308353		19	301	
clark_nlm	clark 🌐	936839996341829633		211	330	still better than the master of one. | pisay brc '22 | he/they
habiba9__	Habiba	1240605388216639488	Cairo, Egypt	28	101	so?
avantmystic	blake	1393778749	Washington, USA	90	433	
Kikki876	Stush Spice ✨❄️✨⛄	46327867		181	991	~ Personal Tweets Re: International Relations, Race, Gender, Socio-economics, Music & Food ~
amytreblig	Famous Amos🍪	248090764		717	538	
scriptrry	Nohemi	1412570607963701248		3	28	
emilyrecko	emily	1161485147105107970		12	88	lorem ipsum dolor sit amet
nopenotsydney	Sydney	4919233765	Philadelphia, PA	145	646	
noblemirrorball	milly	1325200691481239553		279	1254	
zoeygreen	Zoe Anne Green	40929577	Richmond, VA	96	1553	Richmond native. City and neighborhood activist and volunteer over the years. #GoWoos
sureilltry	Dan’s dirty mind	1197285697897607169	Midwest	82847	1585	Just some gay dude from the midwest. Follow along should be fun! If you want a post removed just ask.🔞AVI not me.
ge0rgeseyebrow	Sienna 💐	1278554298348040193	she/her | 16	39	288	Doomed to wander in the world's first rodeoooooo
MilicaSamoukov2	Milica Samoukovic	1177388196147032064	Loves Park, IL	6	24	🇷🇸 20
barbaruhh	barbie	456334494	The Ohio State	579	388	😊💗🥸🤫💅🏼🌈👼🏼💘🧐👍🏼🥱
mordkhe	mordechai (exilado)	1187962324981878784		21	290	tired, banal, confused neutral jewish boy ele/d'ela (@supaloneIybitch) 💕
alxlaz	Alexander Lazarou	63509813	New York, USA	188	1069	Comms @ Getty Images
BeingBeauHarris	Beau Harris	3262700905	Austin, TX	1935	4259	Producer/Performer/Progressive/Pragmatist He/Him ~ Hapless Cowboys Fan. This isn’t real life, so make it fun. Abolish trolls/bots ~ #BLM #M4A #UBI #GND #BiPride
sevelynmun	Sarah	1436556868726362114		1	52	
altj_	Julia	324591760	Αθηνα, Ελλάς	150	130	Los Que Mandan
jelenabos	Jelena	1476892479148412930	Milan, Lombardy	1	20	
Pinecone_12	MagpieNutmeg	3694768160	Canada	11	101	I make lethal amounts of tortellini semi-regularly. 23 🇨🇦
xxx99add	adea	1302975334300758018	Los Angeles, CA	18	151	basic human jelly // La douleur exquise
Reneecam54	Renee42	1436378003399794691		3	17	
cybergoth86	goblin sucker	1046265190986145792	1234 sesame street	36	93	water bender
Abbi47458322	Abbi	1273531565033820160		3	21	
shaunhampson	Shaun	62779637	Milton Keynes, UK	739	1898	Commonly found Gaming 🎮⌨, Writing ✒📜, or playing D&D 🐲🎲. Lover of Cinema, TV, books, chardonnay, and the Oxford comma. #BLM. He/him, INFP, 🏳️‍🌈
Meyerempathy	jmeyer 🌻	4214612007	Minnesota, USA	137	265	Mother and grandmother who believes in science, women’s rights, BLM, LGBT and fighting to save our democracy. 🇺🇸💙🏳️‍🌈 No DM’s please
nataliabelltran	Natalia Beltrán	1423793264939970565		33	55	no se usar esto
anaironically	ana	1260015390790426624		247	228	everything is true
ThatTheatreKid7	Gabriel	1196309779070758912		25	142	He,Him/They,Them 🏳️‍🌈 | Venezolano 🇻🇪/🇺🇲 | Photographer 📷 | May or may not be in love with Smol, nerdy bean: @bluudragoon
